id,이름,종류,주소,연락처,평일,주말,휴무
P883,개더링,D006,경기도 안산시 단원구 광덕대로 161 206호,010-3090-5599,13:00-20:00,13:00-20:00,화
P884,호매실 반려견 놀이터,D006,경기도 수원시 권선구 호매실동,-,10:00-18:00,10:00-18:00,-
P885,뽀야쌀롱,D006,경기도 양평군 양서면 목왕로 688번길 47,010-7631-7455,12:00-19:00,12:00-19:00,수 목
P886,딩고,D006,경기도 수원시 영통구 태장로 54번길 166,0507-0261-0239,10:00-21:00,10:00-21:00,-
P887,매송 휴게소,D006,경기도 화성시 매송면 서해안고속도로 315,0507-0261-2637,00:00-23:59,00:00-23:59,-
P888,개두방정,D006,경기도 양주시 고덕로 219,070-4251-7770,13:00-02:00,13:00-02:00,사전공지
P889,성곡 반려견 놀이터,D006,경기도 안산시 단원구 성곡동 696,-,10:00-19:00,10:00-19:00,월
P890,위드랜드 롯데백화점 동탄점,D006,경기도 화성시 동탄역로 160,031-8036-2276,10:30-20:30,10:30-20:30,백화점 휴무일과 동일
P891,몽드드뚜뚜,D006,경기도 포천시 가산면 방산길 122,0507-0261-2884,11:00-20:00,11:00-20:00,월
P892,개떼놀이터 파주점,D006,경기도 파주시 연다산길 128,010-3795-5150,11:00-01:00,11:00-01:00,사전공지
P893,송도도그파크(송도달빛축제공원),D006,인천광역시 연수구 센트럴로 350,032-770-4227,00:00-23:59,00:00-23:59,월
P894,스타독스,D006,경기도 파주시 탄현면 국화향길 10-40,0507-0261-1316,12:00-18:00,11:00-18:00,사전공지
P895,링크독애견파크,D006,경기도 가평군 설악면 신천중앙로 28번길 101-60,0507-0261-3092,13:00-12:00,13:00-12:00,사전공지
P896,하성근린공원 반려견 놀이터(태산패밀리파크),D006,경기도 김포시 하성면 하성로 585 태산패밀리파크,-,00:00-23:59,00:00-23:59,-
P897,댕댕그라운드,D006,경기도 양평군 개군면 공서울길 88번길 28-2,0507-0261-3062,10:00-20:00,12:00-19:00,월
P898,나는 애견인이다,D006,경기도 파주시 탄현면 새오리로 161번길 53-54,0507-0261-2972,10:00-21:00,10:00-21:00,월
P899,화성휴게소(목포방향),D006,경기도 화성시 팔탄면 구운말길 41,0507-0261-2639,00:00-23:59,00:00-23:59,-
P900,퍼니독,D006,인천광역시 강화군 양도면 강화남로 342-1,0507-0261-1336,11:00-18:00,11:00-18:00,화 수
P901,해리파크,D006,인천광역시 중구 마시란로 284,010-7528-2444,10:00-23:59,10:00-23:59,사전공지
P902,도기헤븐,D006,경기도 안성시 삼죽면 서동대로 6392,0507-0261-0252,10:00-20:00,10:00-20:00,사전공지
P903,강아지숲,D006,강원도 춘천시 남산면 충효로 437,033-913-1433,10:00-18:00,10:00-18:00,월
P904,도기존,D006,강원도 춘천시 서면 당림리 297-5,0507-0261-0438,-,-,-
P905,고고독,D006,충청북도 진천군 이월면 중미로 255 고고독,0507-0261-3001,11:00-20:00,11:00-20:00,사전공지
P906,패밀리애견,D006,충청남도 당진시 정안로 61,041-354-7989,10:00-21:00,10:00-21:00,-
P907,오브차카월드,D006,충청남도 당진시 순성면 순성로 181-50,010-5041-5355,10:00-20:00,10:00-20:00,월
P908,에덴도그파크,D006,충청남도 아산시 도고면 온천대로 605-23,0507-0261-1338,11:00-18:00,11:00-18:00,-
P909,서산휴게소(목포방향) 애견놀이터,D006,충청남도 서산시 해미면 서해안고속도로 241 목포방향,0507-0261-2498,00:00-23:59,00:00-23:59,-
P910,킹스독,D006,충청남도 서산시 갈산동 176-11,0507-0261-1408,13:00-18:00,13:00-18:00,사전공지
P911,충주종합운동장 반려견 놀이터,D006,충청북도 충주시 대림로 85,043-850-0410,00:00-23:59,00:00-23:59,-
P912,도즈오프,D006,강원도 원주시 신림면 신림황둔로 1060,010-8714-6993,10:00-20:00,10:00-20:00,-
P913,죽암휴게소 멍멍파크,D006,충청북도 청주시 서원구 현도면 경부고속도로 290,0507-0261-2516,00:00-23:59,00:00-23:59,-
P914,카페댕,D006,충청남도 공주시 반포면 왕흥장악로 865,0507-0261-3119,12:00-21:00,11:00 : 21:00,사전공지
P915,추풍령휴게소(부산방향),D006,경상북도 김천시 봉산면 경부고속도로 213,0507-0261-2641,00:00-23:59,00:00-23:59,-
P916,옥계휴게소(속초방향),D006,강원도 강릉시 옥계면 동해고속도로 320,0507-0261-2640,00:00-23:59,00:00-23:59,-
P917,개간지놀이터,D006,경상북도 구미시 오태3길 31,0507-0261-1333,11:00-21:00,11:00-21:00,목
P918,동락공원반려견놀이터,D006,경상북도 칠곡군 석적읍 3공단1로 49 반려견놀이터,-,09:00-18:00,09:00-18:00,월
P919,성주휴게소(양평방향),D006,경상북도 성주군 초전면 중부내륙고속도로 98,-,00:00-23:59,00:00-23:59,-
P920,정읍녹두장군휴게소(순천방향),D006,전라북도 정읍시 북면 정신로 135-61,-,00:00-23:59,00:00-23:59,-
P921,도그플레이스,D006,대구광역시 달서구 한실로6길 155,0507-1376-0927,12:00-22:00,12:00-22:00,목
P922,슈가파인,D006,대구광역시 달성군 가창면 헐티로 899 슈가파인,0507-1382-2090,11:00-23:00,11:00-23:00,-
P923,퍼니하우스,D006,전라남도 담양군 금성면 금성산성길 280,0507-0261-0792,11:00-20:00,10:00-08:00,월
P924,트레인독,D006,경상북도 경산시 옥실길 92,0507-0261-1183,10:00-21:00,10:00-21:00,사전공지
P925,멍스 반려견 스쿨,D006,전라남도 담양군 대전면 추성1로 385-77,0507-0261-0348,10:30-16:30,10:30-16:30,-
P926,눈보뛰,D006,광주광역시 광산구 대산로 22,062-941-5880,11:00-19:00,10:00-21:00,화
P927,아웃독,D006,경상남도 진주시 내동면 내축로 563번길 38,0507-0261-0591,11:00-20:00,10:00-20:00,화
P928,진주휴게소 애견놀이터 폴짝(부산방향),D006,경상남도 진주시 남해고속도로 194,0507-0261-2518,00:00-23:59,00:00-23:59,-
P929,아라깨비카페,D006,경상남도 함안군 산임면 산인로 180,010-9039-9398,10:30-21:00,09:30-21:00,-
P930,Get Free(겟프리),D006,울산광역시 울주군 범서읍 망성리 157,0507-0261-2812,11:00-22:00,11:00-22:00,-
P931,루즈독,D006,부산광역시 기장군 장안읍 방모산2길 33,0507-0261-0682,11:00-21:00,11:00-21:00,사전공지
P932,쪼꼬유치원2,D006,부산광역시 기장군 장안읍 방모산1길 43-11,0507-0261-2819,11:00-18:00,11:00-20:00,격주 화
P933,귤밭에 댕댕이 체험농장&카페,D006,제주특별자치도 제주시 애월읍 고성서5길 15,010-4403-0854,11:00-18:30,11:00-18:30,수
P934,발라당팍,D006,경기도 과천시 삼부골2로 12-17,0507-0261-1320,12:00-20:00,12:00-20:00,사전공지
P935,조이런,D006,경기도 고양시 덕양구 봉산로 242-3,0507-0261-1328,00:00-23:59,00:00-23:59,사전공지
P936,카페 바이 미밍코,D006,경기도 광명시 일직로 17 6층,0507-0261-3013,11:00-21:00,11:00-22:00,-
P937,도그베이 송추점,D006,경기도 양주시 장흥면 호국로 542-29,0507-0261-2681,09:0-02:00,09:00-02:00,사전공지
P938,도그판타지아,D006,경기도 양주시 장흥면 호국로 542-20,0507-0261-1326,-,-,상담전화
P939,개떼월드,D006,경기도 고양시 일산동구 산황동 721-8,0507-0261-1321,11:00-19:00,11:00-19:00,-
P940,위드티쳐,D006,인천광역시 계양구 성안길 2,032-555-5351,11:00-20:00,11:00-20:00,-
P941,루프앤독,D006,경기도 안산시 상록구 중보로 23 6층,0507-0261-3012,08:00-23:59,08:00-23:59,-
P942,개스타하우스,D006,경기도 고양시 일산동구 진밭로 7-29,0507-0261-2821,10:00-20:00,10:00-20:00,사전공지
P943,숲속애견랜드,D006,경기도 용인시 기흥구 동백죽전대로 175번길 13,0507-0261-1324,11:00-20:00,11:00-20:00,월
P944,유진랜드,D006,경기도 파주시 광탄면 기산로 186번길 108,0507-0261-1500,09:00-20:00,09:00-20:00,-
P945,골드펫앤도그베이,D006,경기도 용인시 기흥구 기흥단지로 397,010-2569-9728,10:00-20:00,10:00-20:00,-
P946,루디힐,D006,경기도 양평군 서종면 화서1로 97,0507-0261-1425,09:00-21:00,09:00-21:00,사전공지
P947,독도리,D006,경기도 양주시 은현면 화합로 941번길 101-8,0507-0261-1327,10:00-21:00,10:00-21:00,사전공지
P948,아임버디,D006,경기도 파주시 탄현면 필승로 487-32,0507-0261-1330,15:00-11:00,15:00-11:00,상담전화
P949,휴이트,D006,경기도 포천시 일동면 운악청계로 1480번길 90-98,0507-0261-2751,15:00-11:00,15:00-11:00,상담전화
P950,차령제이힐링타운,D006,충청남도 공주시 정안면 차령고개로 331,0507-0261-0142,15:00-11:00,15:00-11:00,-
P951,WOOF,D006,충청북도 청주시 서원구 남이면 2순환로 1652,0507-0261-0827,10:30-21:00,10:30-21:00,사전공지
P952,숲속의 핀란드,D006,충청남도 태안군 소원면 은골길 128,0507-0261-0170,15:00-11:00,15:00-11:00,-
P953,퍼피프렌즈,D006,충청북도 청주시 상당구 가덕면 노동두산길 31-26,0507-0261-0822,11:00-18:00,11:00-18:00,화 수
P954,하늘지기,D006,충청남도 태안군 안면읍 안수터길 83-19,0507-0261-0153,15:00-11:00,15:00-11:00,-
P955,개버랜드,D006,강원도 강릉시 구정면 구정중앙로 155-8 개버랜드,0507-0261-1481,08:00-20:00,08:00-20:00,수
P956,도그락,D006,경상북도 안동시 서후면 풍산태사로 2928-14,0507-0261-1332,10:00-20:00,10:00-20:00,-
P957,클럽펫월드,D006,대구광역시 북구 유통단지로7길 107 1층,0507-0261-2974,10:00-22:00,10:00-23:00,사전공지
P958,놀터(pet playground),D006,경상남도 밀양시 초동면 신호1길 93,010-8233-5557,09:30-22:00,09:30-22:00,월
P959,앨리스Doggyschool,D006,부산광역시 해운대구 좌동순환로 433번길 22 2층,0507-0261-1083,10:00-20:00,10:00-20:00,-
P960,개판오분전(제주),D006,제주특별자치도 서귀포시 남원읍 하신로 302 개판오분전,0507-0261-2992,10:00-17:00,10:00-17:00,월 화 수
P961,도산공원,D007,서울특별시 강남구 도산대로 45길 20,-,00:00-23:59,00:00-23:59,-
P962,국기원,D007,서울특별시 강남구 테헤란로 7길 32,0507-0261-1695,00:00-23:59,00:00-23:59,-
P963,아시아공원,D007,서울특별시 송파구 올림픽로 44,0507-0261-2490,00:00-23:59,00:00-23:59,-
P964,잠원한강공원,D007,서울특별시 서초구 잠원로 221-124 잠원한강공원,0507-0261-2585,00:00-23:59,00:00-23:59,-
P965,잠실한강공원,D007,서울특별시 송파구 한가람로 65,0507-0261-3022,09:00-21:00,09:00-21:00,-
P966,양재시민의숲,D007,서울특별시 서초구 매헌로 99,0507-0261-3036,00:00-23:59,00:00-23:59,-
P967,남산 야외식물원,D007,서울특별시 용산구 소월로 323,0507-0261-2571,00:00-23:59,00:00-23:59,-
P968,메가박스 EOE4,D007,서울특별시 중구 장충단로 72 남산 자동차 극장,0507-0261-2702,-,-,-
P969,용산가족공원,D007,서울특별시 용산구 서빙고로 137,02-792-5661,00:00-23:59,00:00-23:59,-
P970,남산타워,D007,서울특별시 용산구 남산공원길 126 남산서울타워,02-756-2486,10:00-22:00,10:00-22:00,-
P971,남산골한옥마을,D007,서울특별시 중구 퇴계로 34길 28,0507-0261-2714,09:00-20:00,09:00-20:00,월
P972,몽촌토성,D007,서울특별시 송파구 올림피로 424,0507-0261-2918,00:00-23:59,00:00-23:59,-
P973,율현공원,D007,서울특별시 강남구 밤고개로 24길 22,0507-0261-1729,00:00-23:59,00:00-23:59,-
P974,고구려대장간마을,D007,경기도 구리시 우미내길 41,0507-0261-3183,09:00-18:00,09:00-18:00,-
P975,오금공원,D007,서울특별시 송파구 오금로 363,0507-0261-1728,00:00-23:59,00:00-23:59,-
P976,장수마을,D007,서울특별시 성북구 삼선교로 4길 186 구립삼선1동노인정,0507-0261-2917,00:00-23:59,00:00-23:59,-
P977,북촌 한옥마을,D007,서울특별시 종로구 계동길 37,0507-0261-2715,00:00-23:59,00:00-23:59,-
P978,삼청공원,D007,서울특별시 종로구 북촌로 134-3 삼청공원관리실,02-2148-4152,00:00-23:59,00:00-23:59,-
P979,북정마을,D007,서울특별시 성북구 성북로 23길 132-3,-,00:00-23:59,00:00-23:59,-
P980,스타필드 시티 위례,D007,경기도 하남시 위례대로 200,0507-0261-2804,10:00-22:00,10:00-22:00,-
P981,서울숲공원,D007,서울특별시 성동구 뚝섬로 273,0507-0261-2537,00:00-23:59,00:00-23:59,-
P982,서울대공원 둘레길,D007,경기도 과천시 대공원광장로 102,0507-0261-2624,09:00-19:00,09:00-19:00,-
P983,서울성곽길,D007,서울특별시 성북구 대사관로 1 북악산 한양도성,-,00:00-23:59,00:00-23:59,-
P984,서울장미공원,D007,서울특별시 중랑구 동일로 157길 59,02-2094-0114,00:00-23:59,00:00-23:59,-
P985,IFC몰,D007,서울특별시 영등포구 국제금융로 10,0507-0261-2667,10:00-22:00,10:00-22:00,-
P986,장자호수공원,D007,경기도 구리시 장자호수길 76-42,0507-0261-2495,00:00-23:59,00:00-23:59,-
P987,청운공원(윤동주시인의 언덕),D007,서울특별시 종로구 창의문로 119,-,00:00-23:59,00:00-23:59,-
P988,청계산맑은숲공원,D007,경기도 의왕시 청계로 475,031-345-3552,00:00-23:59,00:00-23:59,-
P989,북서울꿈의 숲,D007,서울특별시 강북구 월계로 173,0507-0261-2536,00:00-23:59,00:00-23:59,-
P990,경의선숲길,D007,서울특별시 마포구 동교로 225 경의선숲길,-,00:00-23:59,00:00-23:59,-
P991,백사실계곡,D007,서울특별시 종로구 세검정로 6길 98,02-2148-1114,00:00-23:59,00:00-23:59,-
P992,화랑대 철도공원,D007,서울특별시 노원구 화랑로 610 화랑대 철도공원,0507-0261-2977,00:00-23:59,00:00-23:59,-
P993,구리역공원,D007,경기도 구리시 인창동 675-1,0507-0261-2306,00:00-23:59,00:00-23:59,-
P994,구리한강시민공원,D007,경기도 구리시 검배로 176-44,0507-0261-2473,00:00-23:59,00:00-23:59,-
P995,양화한강공원,D007,서울특별시 영등포구 노들로 221,0507-0261-3025,09:00-21:00,09:00 -21:00,-
P996,문래창작촌,D007,서울특별시 영등포구 도림로 128가길 13-8,-,00:00-23:59,00:00-23:59,-
P997,초안산들꽃향기원,D007,서울특별시 도봉구 노해로 66길 98-33,-,00:00-23:59,00:00-23:59,-
P998,남양주한강공원(삼패지구),D007,경기도 남양주시 고산로 184-1,0507-0261-3129,00:00-23:59,00:00-23:59,-
P999,난지한강공원,D007,서울특별시 마포구 한강난지로 162,0507-0261-3024,09:00-21:00,09:00-21:00,-
P1000,미사경정공원,D007,경기도 하남시 미사대로 505,031-790-8883,00:00-23:59,00:00-23:59,-
P1001,하늘공원,D007,서울특별시 마포구 하늘공원로 95 하늘공원,0507-0261-2577,00:00-23:59,00:00-23:59,-
P1002,백운호수,D007,경기도 의왕시 백운로 526 백운호수제방공영주차장,-,00:00-23:59,00:00-23:59,-
P1003,스타필드 하남,D007,경기도 하남시 미사대로 750 스타필드 하남,0507-0261-2817,10:00-22:00,10:00-22:00,-
P1004,한양누리삼십리길 3코스(마을길이 아름다운 구간),D007,경기도 광주시 남한산성면 불당길 22-3,-,00:00-23:59,00:00-23:59,-
P1005,한양누리삼십리길 2코스(합격기원 특별구간),D007,경기도 광주시 남한산성면 불당길 13 불당리 주차장,-,00:00-23:59,00:00-23:59,-
P1006,갈미한글공원,D007,경기도 의왕시 문화예술로 65,-,00:00-23:59,00:00-23:59,-
P1007,은평한옥마을,D007,서울특별시 은평구 진관길 21-2,-,00:00-23:59,00:00-23:59,-
P1008,구정남재묘역 근린공원,D007,경기도 남양주시 별내3로 199-1,,00:00-23:59,00:00-23:59,-
P1009,별내2호근린공원수변휴게공원,D007,경기도 남양주시 별내3로 232 별가람중학교 길 건너,-,00:00-23:59,00:00-23:59,-
P1010,율동공원 반려견놀이터,D007,경기도 성남시 분당구 문정로 145,0507-0261-2328,00:00-23:59,00:00-23:59,월
P1011,고기리 계곡,D007,경기도 용인시 수지구 샘말로 131번길 15,-,00:00-23:59,00:00-23:59,-
P1012,영원길(홍유릉둘레길),D007,경기도 남양주시 홍유릉로 352-1,031-591-7043,00:00-23:59,00:00-23:59,-
P1013,다락원체육공원,D007,서울특별시 도봉구 마들로 932 평화문화진지,02-901-5199,00:00-23:59,00:00-23:59,-
P1014,중대물빛공원,D007,경기도 광주시 순암로 307,0507-0261-2616,00:00-23:59,00:00-23:59,-
P1015,일영허브랜드,D007,경기도 양주시 장흥면 일영로 346-26,0507-0261-2554,10:00-20:00,10:00-20:00,-
P1016,군포 철쭉동산,D007,경기도 군포시 수리산로 7,031-390-0435,00:00-23:59,00:00-23:59,-
P1017,능내리 마을,D007,경기도 남양주시 조안면 다산로 526번길 8,0507-0261-1446,00:00-23:59,00:00-23:59,-
P1018,마재성지,D007,경기도 남양주시 조안면 능내리 116,0507-0261-1447,00:00-23:59,00:00-23:59,-
P1019,다산생태공원,D007,경기도 남양주시 조안면 다산로 767,0507-0261-2990,00:00-23:59,00:00-23:59,-
P1020,알동산,D007,경기도 남양주시 진접읍 금강로 1032,-,00:00-23:59,00:00-23:59,-
P1021,부천도당근린공원(부천백만송이장미원),D007,경기도 부천시 성곡로 63번길 99,032-320-3000,00:00-23:59,00:00-23:59,-
P1022,팔당물안개공원,D007,경기도 광주시 남종면 귀여리 596,-,00:00-23:59,00:00-23:59,-
P1023,물의정원,D007,경기도 남양주시 조안면 북한강로 398,0507-0261-3060,00:00-23:59,00:00-23:59,-
P1024,두물머리,D007,경기도 양평군 양서면 양수리 ,0507-0261-1448,00:00-23:59,00:00-23:59,-
P1025,왕송호수(레솔레파크),D007,경기도 의왕시 왕송못동로 209,031-345-3534,00:00-23:59,00:00-23:59,-
P1026,의왕시자연학습공원,D007,경기도 의왕시 왕송못동로 307,0507-0261-2757,00:00-23:59,00:00-23:59,-
P1027,부천중앙공원,D007,경기도 부천시 소향로 162,-,00:00-23:59,00:00-23:59,-
P1028,수원화성,D007,경기도 수원시 장안구 팔달로 303번길 25,0507-0261-1464,09:00-17:00,09:00-17:00,-
P1029,송산사지근린공원,D007,경기도 의정부시 민락로 296,-,00:00-23:59,00:00-23:59,-
P1030,장흥자생수목원,D007,경기도 양주시 장흥면 권율로 309번길 167-35,0507-0261-2556,09:00-19:00,09:00-19:00,-
P1031,해밀공원,D007,경기도 남양주시 진접읍 금곡리 ,-,00:00-23:59,00:00-23:59,-
P1032,서호공원,D007,경기도 수원시 팔달구 고화로 107,-,00:00-23:59,00:00-23:59,-
P1033,장승다담공원,D007,경기도 남양주시 진접읍 금강로 1554-11,0507-0261-3212,00:00-23:59,00:00-23:59,-
P1034,시흥갯골생태공원,D007,경기도 시흥시 동서로 287,0507-0261-3044,00:00-23:59,00:00-23:59,-
P1035,부평생태습지,D007,경기도 남양주시 진접읍 광릉내로 51-18,-,00:00-23:59,00:00-23:59,-
P1036,일산호수공원,D007,경기도 고양시 일산동구 노루목로 10,0507-0261-2321,06:00-20:00,06:00-20:00,-
P1037,나리공원,D007,경기도 양주시 만송동 458,-,00:00-23:59,00:00-23:59,-
P1038,곤지암도자공원,D007,경기도 광주시 곤지암읍 경충대로 727,0507-0261-2617,09:00-18:00,09:00-18:00,1월 1일 월
P1039,안산호수공원,D007,경기도 안산시 상록구 해안로 561,-,00:00-23:59,00:00-23:59,-
P1040,포천 고모저수지,D007,경기도 포천시 소흘읍 죽엽산로 419-8,-,00:00-23:59,00:00-23:59,-
P1041,운정호수공원,D007,경기도 파주시 경의로 1151,0507-0261-2541,00:00-23:59,00:00-23:59,-
P1042,옥구공원,D007,경기도 시흥시 서해안로 277,-,00:00-23:59,00:00-23:59,-
P1043,드림파크,D007,인천광역시 서구 거월로 61,0507-0261-2651,00:00-23:59,00:00-23:59,-
P1044,청라호수공원,D007,인천광역시 서구 청라커낼로 135,0507-0261-2911,00:00-23:59,00:00-23:59,-
P1045,우음도둘레길,D007,경기도 화성시 송산면 공룡로 940번길 27,-,00:00-23:59,00:00-23:59,-
P1046,송도센트럴파크,D007,인천광역시 연수구 테크노파크로 196,-,00:00-23:59,00:00-23:59,-
P1047,설봉공원,D007,경기도 이천시 경충대로 2697번길 172,0507-0261-1427,00:00-23:59,00:00-23:59,-
P1048,호명호수,D007,경기도 가평군 청평면 상천역로 29,0507-0261-2463,09:00-18:00,09:00-18:00,1월 2월 12월
P1049,율곡습지공원,D007,경기도 파주시 파평면 율곡리 율곡습지공원 ,-,00:00-23:59,00:00-23:59,-
P1050,호명호수공원,D007,경기도 가평군 청평면 경춘로 1362,0507-0261-2910,00:00-23:59,00:00-23:59,-
P1051,소풍정원,D007,경기도 평택시 고덕면 새악길 43-126,0507-0261-2722,00:00-23:59,00:00-23:59,-
P1052,아산지중해마을,D007,충청남도 아산시 탕정면 탕정면로 8번길 55-7,0507-0261-3078,00:00-23:59,00:00-23:59,-
P1053,춘천 소양강댐,D007,강원도 춘천시 신북읍 신샘밭로 815,0507-0261-1674,00:00-23:59,00:00-23:59,-
P1054,청평사,D007,강원도 춘천시 북산면 오봉산길 810,0507-0261-1451,00:00-23:59,00:00-23:59,-
P1055,호암지 생태공원,D007,충청북도 충주시 호암동 산 124-16,-,00:00-23:59,00:00-23:59,-
P1056,태안 남면 바닷가,D007,충청남도 태안군 남면 진산1길 195-17,-,00:00-23:59,00:00-23:59,-
P1057,청산수목원,D007,충청남도 태안군 남면 연꽃길 70,0507-0261-1971,09:00-18:00,09:00-18:00,-
P1058,만리포 해수욕장,D007,충청남도 태안군 소원면 서해로 33-31,0507-0261-2606,00:00-23:59,00:00-23:59,-
P1059,흥정계곡,D007,강원도 평창군 봉평면 봉평북로 250-31,0507-0261-2540,00:00-23:59,00:00-23:59,-
P1060,세종호수공원,D007,세종특별자치시 연기면 중앙공원서로 60 인근 공영주차장,0507-0261-2532,05:00-23:00,05:00-23:00,-
P1061,네이처월드,D007,충청남도 태안군 남면 마검포길 200,0507-0261-2579,18:30-22:00,18:30-22:00,우천시
P1062,청남대,D007,충청북도 청주시 상당구 문의면 청남대길 646,0507-0261-2613,09:00-17:00,09:00-17:00,월
P1063,꽃지해안공원,D007,충청남도 태안군 안면읍 꽃지해안로 412,0507-0261-2320,00:00-23:59,00:00-23:59,-
P1064,코리아플라워파크,D007,충청남도 태안군 안면읍 꽃지해안로 400,0507-0261-2584,17:30-22:30,17:30-22:30,-
P1065,홍천 은행나무숲,D007,강원도 홍천군 내면 달둔길 9-63,0507-0261-3037,10:00-17:00,10:00-17:00,-
P1066,유림공원,D007,대전광역시 유성구 봉명동 2-1,0507-0261-2610,00:00-23:59,00:00-23:59,-
P1067,봉래산산림욕장,D007,강원도 영월군 영월읍 천문대길 397,0507-0261-1437,00:00-23:59,00:00-23:59,-
P1068,대청호반자연생태공원,D007,대전광역시 동구 천개동로 16,041-251-4753,00:00-23:59,00:00-23:59,-
P1069,안반데기,D007,강원도 강릉시 왕산면 안반데기길 428,0507-0261-1454,00:00-23:59,00:00-23:59,-
P1070,청초호수공원,D007,강원도 속초시 엑스포로 140,0507-0261-2909,00:00-23:59,00:00-23:59,-
P1071,낙산해수욕장,D007,강원도 양양군 강현면 해맞이길 59,0507-0261-1682,06:00-23:59,06:00-23:59,-
P1072,영랑호,D007,강원도 속초시 영랑호반길 140,0507-0261-1677,00:00-23:59,00:00-23:59,-
P1073,송림산책로(속초해변),D007,강원도 속초시 해오름로 190 속초해수욕장,-,06:00-24:00,06:00-24:00,-
P1074,민둥산 억새군락지,D007,강원도 정선군 남면 강원남로 5280,-,00:00-23:59,00:00-23:59,-
P1075,청간해변,D007,강원도 고성군 토성면 청간정길 41,-,06:00-23:59,06:00-23:59,-
P1076,남대천,D007,강원도 강릉시 성산면 칠봉로 15-26,-,00:00-23:59,00:00-23:59,-
P1077,대진항 해상공원,D007,강원도 고성군 현내면 대진항길 85,-,08:00-17:00,08:00-17:00,-
P1078,영진해변,D007,강원도 강릉시 연곡면 영진길 87,0507-0261-1458,00:00-23:59,00:00-23:59,-
P1079,경포생태저류지,D007,강원도 강릉시 운정길 8 ,-,00:00-23:59,00:00-23:59,-
P1080,사천해변,D007,강원도 강릉시 사천면 해안로 983,0507-0261-2934,06:00-22:00,06:00-22:00,-
P1081,경포대,D007,강원도 강릉시 경포로 365,0507-0261-2293,09:00-18:00,09:00-18:00,-
P1082,사근진해변,D007,강원도 강릉시 해안로 604번길 16,0507-0261-2295,00:00-23:59,00:00-23:59,-
P1083,강문해변,D007,강원도 강릉시 창해로 350번길 23,033-640-4920,00:00-23:59,00:00-23:59,-
P1084,안목해변,D007,강원도 강릉시 창해로 14번길 20-1,-,00:00-23:59,00:00-23:59,-
P1085,대아수목원,D007,전라북도 완주군 동상면 대아수목로 94-34,0507-0261-2666,09:00-18:00,09:00-18:00,1월 1일 설날 당일 추석 당일
P1086,바람의 언덕,D007,경상남도 거제시 남부면 해금강1길 17-1,-,00:00-23:59,00:00-23:59,-
P1087,등명해변,D007,강원도 강릉시 강동면 율곡로 1441,-,00:00-23:59,00:00-23:59,-
P1088,월명공원,D007,전라북도 군산시 솔꼬지3길 46 인근 공영주차장,0507-0261-2771,00:00-23:59,00:00-23:59,-
P1089,은파호수공원,D007,전라북도 군산시 은파순환길 9 ,0507-0261-2913,00:00-23:59,00:00-23:59,-
P1090,완산공원,D007,전라북도 전주시 완산구 곤지산4길 12,063-220-5176,00:00-23:59,00:00-23:59,-
P1091,장호용화관광랜드,D007,강원도 삼척시 근덕면 삼척로 2154,0507-0261-2583,00:00-23:59,00:00-23:59,-
P1092,오수의견공원,D007,전라북도 임실군 오수면 충효로 2096-16,0507-0261-2299,00:00-23:59,00:00-23:59,-
P1093,내장산조각공원,D007,전라북도 정읍시 내장호반로 194-28,0507-0261-2309,09:00-18:00,09:00-18:00,-
P1094,두류공원,D007,대구광역시 달서구 공원순환로 36,0507-0261-2908,00:00-23:59,00:00-23:59,-
P1095,수성못,D007,대구광역시 수성구 무학로 42,0507-0261-2602,00:00-23:59,00:00-23:59,-
P1096,죽녹원,D007,전라남도 담양군 담양읍 죽녹원로 119,0507-0261-2923,09:00-18:00,09:00-18:00,-
P1097,해파랑공원,D007,경상북도 영덕군 강구면 영덕대게로 82-1,-,00:00-23:59,00:00-23:59,-
P1098,사방기념공원,D007,경상북도 포항시 북구 흥해읍 해안로 1801,0507-0261-2737,09:30-17:30,09:30-17:30,-
P1099,섬진강 대나무숲,D007,전라남도 구례군 구례읍 강촌길 15-8,-,00:00-23:59,00:00-23:59,-
P1100,풍암호수공원,D007,광주광역시 서구 풍금로38번길 61,-,00:00-23:59,00:00-23:59,-
P1101,동정호,D007,경상남도 하동군 악양면 평사리길 35 305-2,-,00:00-23:59,00:00-23:59,-
P1102,순천조례호수공원,D007,전라남도 순천시 왕지2길 17,-,00:00-23:59,00:00-23:59,-
P1103,태화강국가정원,D007,울산광역시 중구 태화강국가정원길 154,0507-0261-2578,00:00-23:59,00:00-23:59,-
P1104,송정박상진호수공원,D007,울산광역시 북구 화동로 178,0507-0261-2588,00:00-23:59,00:00-23:59,-
P1105,와온해변,D007,전라남도 순천시 해룡면 와온길 133,0507-0261-2680,00:00-23:59,00:00-23:59,-
P1106,망운산 철쭉군락지,D007,경상남도 남해군 서면 남서대로 2408번길 79-70,1588-3415,00:00-23:59,00:00-23:59,-
P1107,화명생태공원,D007,부산광역시 북구 학사로 135,051-364-4127,06:00-21:00,06:00-21:00,-
P1108,대저생태공원,D007,부산광역시 강서구 공항로 1246,0507-0261-3226,06:00-21:00,06:00-21:00,-
P1109,좌광천,D007,부산광역시 기장군 정관읍 달산리,-,00:00-23:59,00:00-23:59,-
P1110,삼락생태공원,D007,부산광역시 사상구 낙동대로 1216,0507-0261-3208,00:00-23:59,00:00-23:59,-
